code, name, district_id
1201082011,Hutagur-gur,120108
1201091001,Sosor Gadong,120109
1201092002,Unte Boang,120109
1201092003,Sibintang,120109
1201092004,Barambang,120109
1201092005,Siantar Ca.,120109
1201092006,Muara Bolak,120109
1201092007,Huta Tombak,120109
1201092008,Siantar Dolok,120109
1201092009,Baringin,120109
1201101001,Sorkam Kanan,120110
1201101019,Binasi,120110
1201102002,Sipea Pea,120110
1201102003,Pahieme I,120110
1201102004,Pasar Sorkam,120110
1201102005,Aek Raso,120110
1201102006,Pasaribu Tobing Jae,120110
1201102014,Maduma,120110
1201102016,Sidikalang,120110
1201102017,Pahieme II,120110
1201102018,Sorkam Kanan,120110
1201102020,Madani,120110
1201111001,Bajamas,120111
1201112002,Sampang Maruhur,120111
1201112003,Siordang,120111
1201112004,Pardomuan,120111
1201112005,Simpang III Lae,120111
1201112006,Sigodung,120111
1201112007,Masnauli,120111
1201112008,Muara Ode,120111
1201121007,Rina Bolak,120112
1201122001,Sijungkang,120112
1201122002,Pangaribuan,120112
1201122003,Sogar,120112
1201122004,Sirami Ramian,120112
1201122005,Sigolang,120112
1201122006,Sosor Gonting,120112
1201122008,Bondar Sihudon I,120112
1201122009,Uratan,120112
1201122010,Ladang Tengah,120112
1201122011,Lobu Tua,120112
1201122012,Bondar Sihudon II,120112
1201122013,Sitiris-Tiris,120112
1201122014,Sawah Lamo,120112
1201131003,Nauli,120113
1201132001,Bonandolok,120113
1201132002,Rampa,120113
1201132004,Mardame,120113
1201132005,Naga Timbul,120113
1201132006,Simaninggir,120113
1201141001,Tukka,120114
1201141002,Bona Lumban,120114
1201141003,Huta Nabolon,120114
1201141007,Sipange,120114
1201141009,Aek Tolang Induk,120114
1201142004,Sigiring Giring,120114
1201142005,Tapian Nauli/ Saurmanggita,120114
1201142006,Sait Kalangan II,120114
1201142008,Aek Bottar,120114
1201151001,Hutabalang,120115
1201151002,Lopian,120115
1201152003,Jago Jago,120115
1201152004,Aek Horsik,120115
1201152005,Gunung Kelambu,120115
1201152006,Kebun Pisang,120115
1201152007,Lubuk Ampolu,120115
1201152008,Pagaran Honas,120115
1201152009,Sitardas,120115
1201162001,Suga Suga Hutagodang,120116
1201162002,Suka Maju,120116
1201162003,Makmur,120116
1201162004,Pasaribu Tobing,120116
1201162005,Aek Nadua,120116
1201162006,Simargarap,120116
1201162007,Sidaling,120116
1201162008,Sipakpahi,120116
1201162009,PO Simargarap,120116
1201172001,Hutaginjang,120117
1201172002,Sihorbo,120117
1201172003,Parik Sinomba,120117
1201172004,Purba Tua,120117
1201172005,Pananggahan,120117
1201172006,Siharbangan,120117
1201182001,Pulo Pakkat,120118
1201182002,Tebing Tinggi,120118
1201182003,Pulo Pakkat II,120118
1201182004,Janji Maria,120118
1201182005,Sihadatuon,120118
1201182006,Sihapas,120118
1201191001,Lumut,120119
1201192002,Aek Gambir,120119
1201192003,Masundung,120119
1201192005,Lumut Nauli,120119
1201192006,Lumut Maju,120119
1201192007,Sialogo,120119
1201201001,Sibuluan Nalambok,120120
1201201002,Sarudik,120120
1201201004,Pasir Bidang,120120
1201201005,Pondok Batu,120120
1201202003,Sipan,120120
1202011001,Partoli Toruan,120201
1202011002,Hutatoruan V,120201
1202011003,Hutatoruan VI,120201
1202011004,Hutatoruan VII,120201
1202011005,Hutatoruan IX,120201
1202011006,Hutatoruan X,120201
1202011007,Hutatoruan XI,120201
1202012008,Parbubu I,120201
1202012009,Parbubu II,120201
1202012010,Hutapea Banuarea,120201
1202012011,Siandor-andor,120201
1202012012,Hutauruk,120201
1202012013,Hapoltahan,120201
1202012014,Parbubu Dolok,120201
1202012015,Aek Siansimun,120201
1202012016,Htgalung Siwaluompo,120201
1202012017,Parbubu Pea,120201
1202012018,Hutatoruan IV,120201
1202012019,Sosunggulon,120201
1202012020,Hutatoruan VIII,120201
1202012021,Simamora,120201
1202012022,Parbaju Toruan,120201
1202012023,Parbaju Julu,120201
1202012024,Parbaju Tonga,120201
1202012025,Sitampurung,120201
1202012026,Siraja Oloan,120201
1202012027,Jambur Nauli,120201
1202012028,Sihujur,120201
1202012029,Partali Julu,120201
1202012030,Hutatoruan I,120201
1202012031,Hutatoruan III,120201
1202022001,Siraja Hutagalung,120202
1202022002,Pansur Napitu,120202
1202022003,Simanampang,120202
1202022004,Sidagal,120202
1202022005,Simarakir Julu,120202
1202022006,Enda Portibi,120202
1202022007,Simorangkir Habinsaran,120202
1202022008,Sangkaran,120202
1202022009,Lumban Siagian Jae,120202
1202022010,Lumban Siagian Julu,120202
1202022011,Sitompul,120202
1202022012,Lobu Hole,120202
1202032001,Dolok Nauli,120203
1202032002,Pansurbatu,120203
1202032003,Pardomuan Nauli,120203
1202032004,Siantar Naipospos,120203
1202032005,Sibalanga,120203
1202032006,Pagaran Lambung III,120203
1202032007,Pagaran Lambung IV,120203
1202032008,Adian Koting,120203
1202032009,Pangaran Pisang,120203
1202032010,Banuaji IV,120203
1202032011,Banuaji I,120203
1202032012,Banuaji II,120203
1202032013,Pangaran Lambung I,120203
1202032014,Pangaran Lambung II,120203
1202032015,Pansurbatu I,120203
1202032016,Pansurbatu II,120203
1202041001,Situmeang Habinsaran,120204
1202042002,Hutauruk,120204
1202042003,Simanungkalit,120204
1202042004,Situmeang Hasundutan,120204
1202042005,Sipahutar,120204
1202042007,Tapian Nauli,120204
1202042008,Huta Raja,120204
1202042009,Lobu Singkam,120204
1202042010,Rura Julu Dolok,120204
1202042011,Rura Julu Toruan,120204
1202042012,Hutaraja Hasundutan,120204
1202042013,Pagarbatu,120204
1202042014,Hutaraja Simanungkalit,120204
1202042015,Hutauruk Hasundutan,120204
1202051001,Onan Hasang,120205
1202052002,Simasom,120205
1202052003,Janji Natogu,120205
1202052004,Pagur Dotan,120205
1202052005,Sibaganding,120205
1202052006,Lumban Garaga,120205
1202052007,Sitolu Ama,120205
1202052008,Lumban Tonga,120205
1202052009,Lumban Dolok,120205
1202052010,Simataniari,120205
1202052011,Lumban Jaean,120205
1202052012,Huta Barat,120205
1202052013,Lontung Dolok,120205
1202052014,Simanampang,120205
1202052015,Lobu Pining,120205
1202052016,Pantis,120205
1202052017,Lumban Gaol,120205
1202052018,Simardangiang,120205
1202052019,Simasom Toruan,120205
1202061001,Sarulla,120206
1202062002,Tordolok Nauli,120206
1202062003,Sigurung-gurung,120206
1202062004,Silangkitang,120206
1202062005,Sitoluompu,120206
1202062006,Siopat Bahal,120206
1202062007,Pardomuan Nainggolan,120206
1202062008,Nahornop Marsada,120206
1202062009,Parsaoran Samosir,120206
1202062010,Suka Maju,120206
1202062011,Setia,120206
1202062012,Parsaoran Nainggolan,120206
1202062013,Pardamean Nainggolan,120206
1202072001,Silosung,120207
1202072002,Dolok Sanggul,120207
1202072003,Simangumban Jae,120207
1202072004,Aek Nabara,120207
1202072005,Dolok Saut,120207
1202072006,Simangumban Julu,120207
1202072007,Lobu Sihim,120207
1202072008,Pardomuan,120207
1202082001,Sidua Bahal,120208
1202082002,Sibulan Bulan,120208
1202082003,Bonani Dolok,120208
1202082004,Pardomuan J.Angkola,120208
1202082005,Hutanagodang,120208
1202082006,Robean,120208
1202082007,Janji Nauli,120208
1202082008,Selamat,120208
1202082009,Purba Tua,120208
1202082010,Sitolu Bahal,120208
1202082011,Parsaoran J. Angkola,120208
1202091001,Pasar Siborongborong,120209
1202092002,Siborongborong I,120209
1202092003,Siborongborong II,120209
1202092004,Sitampurung,120209
1202092005,Sitabotabo,120209
1202092006,Bahal Batu I,120209
1202092007,Bahal Batu II,120209
1202092008,Bahal Batu III,120209
1202092009,Lobu Siregar I,120209
1202092010,Lobu Siregar II,120209
1202092011,Pohan Julu,120209
1202092012,Pohan Tonga,120209
1202092013,Pohan Jae,120209
1202092014,Paniaran,120209
1202092015,Parik Sabungan,120209
1202092016,Hutabulu,120209
1202092017,Lumban Tonga Tonga,120209
1202092018,Sigumbang,120209
1202092019,Siaro,120209
1202092020,Silait-Lait,120209
1202092021,Sitabotabo Toruan,120209
1202102001,Simamora Hasibuan,120210
1202102002,Lumban Julu,120210
1202102003,Pagaran,120210
1202102004,Sibaragas,120210
1202102005,Sipultak,120210
1202102006,Lubis,120210
1202102007,Banualuhu,120210
1202102008,Parhorboan,120210
1202102009,Lumban Motung,120210
1202102010,Lumban Ina Ina,120210
1202102011,Doloksaribu,120210
1202102012,Lumban Silintong,120210
1202102013,Sipultak Dolok,120210
1202102014,Hasibuan,120210
1202112001,Manalu,120211
1202112002,Manalu Purba,120211
1202112003,Manalu Dolok,120211
1202112004,Hutajulu,120211
1202112005,Aek Raja,120211
1202112006,Hutatinggi,120211
1202112007,Lobusunut,120211
1202112008,Sisordak,120211
1202112009,Pertengahan,120211
1202112010,Hutatua,120211
1202112011,Hutajulu Parbalik,120211
1202112012,Horisan Ranggitgit,120211
1202112013,Purba Dolok,120211
1202112014,Batuarimo,120211
1202122001,Sabungannihuta IV,120212
1202122002,Sabungannihuta I,120212
1202122003,Sipahutar I,120212
1202122004,Sipahutar II,120212
1202122005,Sipahutar III,120212
1202122006,Onan Runggu I,120212
1202122007,Tapian Nauli III,120212
1202122008,Onan Runggu III,120212
1202122009,Siabal-abal III,120212
1202122010,Siabal-abal I,120212
1202122011,Aek Nauli II,120212
1202122012,Tapian Nauli II,120212
1202122013,Sabungannihuta III,120212
1202122014,Onan Runggu IV,120212
1202122015,Siabal-abal II,120212
1202122016,Aek Nauli I,120212
1202122017,Aek Nauli III,120212
1202122018,Onan Runggu II,120212
1202122019,Tapian Nauli I,120212
1202122020,Sabungannihuta II,120212
1202122021,Sabungannihuta V,120212
1202122022,Siabal-abal IV,120212
1202122023,Aek Nauli IV,120212
1202122024,Siabal-abal V,120212
1202122025,Siabal-abal VI,120212
1202132001,Pakpahan,120213
1202132002,Sampagul,120213
1202132003,Godung Borotan,120213
1202132004,Parratusan,120213
1202132005,Lumban Siregar,120213
1202132006,Sigotom Julu,120213
1202132007,Rahut Bosi,120213
1202132008,Batu Nadua,120213
1202132009,Silantom Tonga,120213
1202132010,Silantom Julu,120213
1202132011,Pansurnatolu,120213
1202132012,Parlombuan,120213
1202132013,Purbatua,120213
1202132014,Lumban Sinaga Simatupang,120213
1202132015,Batumanumpak,120213
1202132016,Sibingke,120213
1202132017,Najumambe,120213
1202132018,Parsibarungan,120213
1202132019,Harianja,120213
1202132020,Silantom Jae,120213
1202132021,Padang Parsadaan,120213
1202132022,Parsorminan I,120213
1202132023,Hutaraja,120213
1202132024,Rahut Bosi Onan,120213
1202132025,Sigotom Timur,120213
1202132026,Sigotom Dolok Nauli,120213
1202142001,Garoga Sibargot,120214
1202142002,Lontung Jae I,120214
1202142003,Parsosoran,120214
1202142004,Padang Siandomang,120214
1202142005,Sibaganding,120214
1202142006,Sirmpang Bolon,120214
1202142007,Gonting Garoga,120214
1202142008,Lontung Jae II,120214
1202142009,Gonting Salak,120214
1202142010,Sibalanga,120214
1202142011,Aek Tangga,120214
1202142012,Parinsoran,120214
1202142013,Parmanuhan,120214
1202152001,Hutanagodang,120215
1202152002,Unte Mungkur,120215
1202152003,Hutalontung,120215
1202152004,Hutaginjang,120215
1202152005,Dolok Matumbur,120215
1202152006,Mariba Ni Aek,120215
1202152007,Sampuran,120215
1202152008,Silando,120215
1202152009,Sibandang,120215
1202152010,Simatupang,120215
1202152011,Silali Toruan,120215
1202152012,Batubinumbun,120215
1202152013,Sitanggor,120215
1202152014,Papande,120215
1202152015,Aritonang,120215
1203011001,Sitinjak,120301
1203011003,Simatorkis Sisoma,120301
1203012002,Panobasan,120301
1203012004,Siuhom,120301
1203012005,Sigumuru,120301
1203012006,Sibangkua,120301
1203012007,Sisundung,120301
1203012008,Aek Nabara,120301
1203012011,Parsalakan,120301
1203012015,Sitaratoit,120301
1203012016,Sialogo,120301
1203012024,Lembah Lubuk Raya,120301
1203012031,Lobu Layan,120301
1203012035,Panobasan Lombang,120301
1203021001,Wek I,120302
1203021002,Wek II,120302
1203021011,Perkebunan Batang Toru,120302
1203021030,Padang Lancat,120302
1203021032,Aek Pining,120302
1203022003,Garoga,120302
1203022004,Huta Godang,120302
1203022005,Batu Horing,120302
1203022008,Batu Hula,120302
1203022009,Sumuran,120302
1203022015,Napa,120302
1203022016,Wek IV,120302
1203022017,Hapesong Baru,120302
1203022018,Telo,120302
1203022019,Wek III,120302
1203022020,Perkebunan Sigala-Gala,120302
1203022021,Perkebunan Hapesong,120302
1203022022,Hapesong Lama,120302
1203022023,Sipenggeng,120302
1203022025,Sianggunan,120302
1203022026,Huta Baru,120302
1203022036,Aek Ngadol Sitinjak,120302
1203022037,Sisipa,120302
1203031098,Pasar Pargarutan,120303
1203031099,Batang Tura Sirumambe,120303
1203032003,Panompuan Jae,120303
1203032004,Pargarutan Tonga,120303
1203032008,Huraba,120303
1203032012,Marisi,120303
1203032013,Pargarutan Julu,120303
1203032014,Huta Ginjang,120303
1203032069,Lantosan Rogas,120303
1203032079,Sijungkang,120303
1203032083,Pargarutan Jae,120303
1203032094,Panompuan,120303
1203032095,Pargarutan Dolok,120303
1203032096,Sanggapati,120303
1203032097,Pall XI,120303
1203041001,Pasar Sipirok,120304
1203041003,Hutasuhut,120304
1203041004,Baringin,120304
1203041005,Bunga Bondar,120304
1203041061,Parau Sorat,120304
1203041114,Sipirok Godang,120304
1203042010,Bagas Lombang,120304
1203042017,Batu Satail,120304
1203042025,Hasang Marsada,120304
1203042034,Janji Mauli,120304
1203042048,Paran Julu,120304
1203042051,Pangaribuan,120304
1203042052,Pargarutan,120304
1203042054,Panaungan,120304
1203042059,Padang Bujur,120304
1203042060,Paran Padang,120304
1203042064,Pangurabaan,120304
1203042068,Ramba Sihasur,120304
1203042069,Tolang,120304
1203042072,Sampean,120304
1203042075,Simaninggir,120304
1203042076,Sibadoar,120304
1203042085,Sialagundi,120304
1203042096,Bulu Mario,120304
1203042097,Barnang Koling,120304
1203042101,Dolok Sordang Julu,120304
1203042102,Situmba Julu,120304
1203042103,Situmba,120304
1203042104,Kilang Papan,120304
1203042105,Sialaman,120304
1203042106,Paran Dolok Mardomu,120304
1203042107,Batang Tura Julu,120304
1203042108,Batang Tura,120304
1203042109,Dolok Sordang,120304
1203042110,Pahae Aek Sagala,120304
1203042111,Marsada,120304
1203042112,Luat Lombang,120304
1203042113,Aek Batang Paya,120304
1203042115,Saba Batang Miha,120304
1203042116,Sarogodung,120304
1203051001,Pasar Sipagimbar,120305
1203051080,Aek Simotung,120305
1203052018,Simangambat,120305
1203052069,Sidapdap Simanosor,120305
1203052070,Saut Banua Simanosor,120305
1203052071,Damparan Haunatas,120305
1203052072,Somba Debata Purba,120305
1203052073,Padang Mandailing Garugur,120305
1203052074,Ulu Mamis Situnggaling,120305
1203052075,Parau Sorat Sitabo-tabo,120305
1203052076,Pintu Padang Mandalasena,120305
1203052077,Sunge Sigiring-giring,120305
1203052078,Silangkitang  Tambiski,120305
1203052079,Batang Parsuluman,120305
1203061001,Simarpinggan,120306
1203061007,Napa,120306
1203061014,Tapian Nauli,120306
1203061019,Pardomuan,120306
1203062004,Situmbaga,120306
1203062005,Sinyior,120306
1203062006,Pintu Padang,120306
1203062008,Sibong-bong,120306
1203062009,Siamporik Dolok,120306
1203062010,Siamporik Lombang,120306
1203062011,Sihopur,120306
1203062012,Tandihat,120306
1203062013,Perkebunan,120306
1203062015,Aek Natas,120306
1203062016,Dolok Godang,120306
1203062017,Sihuik-huik,120306
1203062018,Gunung Baringin,120306
1203071001,Sigalangan,120307
1203071060,Pintu Padang I,120307
1203071061,Pintu Padang II,120307
1203071068,Bangun Purba,120307
1203072005,Aek Nauli,120307
1203072016,Sidadi I,120307
1203072018,Janji Manaon,120307
1203072020,Sitampa Simatoras,120307
1203072021,Pasar Lama,120307
1203072027,Benteng Huraba,120307
1203072029,Padang Kahombu,120307
1203072030,Sorik,120307
1203072045,Sibulele Muara,120307
1203072047,Bargot Topong,120307
1203072053,Sigulang Losung,120307
1203072055,Hurase,120307
1203072057,Sorimadingin PP,120307
1203072058,Huta Padang,120307
1203072062,Tahalak Ujung Gading,120307
1203072063,Sidadi II,120307
1203072067,Aek Gunung,120307
1203141039,Arse,120314
1203141040,Lancat,120314
1203142028,Sipogu,120314
1203142032,Pinagar,120314
1203142033,Pardomuan,120314
1203142034,Aek Haminjon,120314
1203142035,Nanggar Jati Huta,120314
1203142036,Nanggar Jati,120314
1203142037,Natambang Roncitan,120314
1203142038,Dalihan Natolu,120314
1203201004,Pasar Sempurna,120320
1203202002,Huraba,120320
1203202014,Gunung Binanga,120320
1203202015,Marancar Godang,120320
1203202016,Simaninggir,120320
1203202023,Sugi,120320
1203202028,Haunatas,120320
1203202032,Aek Nabara,120320
1203202033,Gapuk Tua,120320
1203202034,Marancar Julu,120320
1203202035,Aek Sabaon,120320
1203202036,Tanjung Dolok,120320
1203211063,Sayur Matinggi,120321
1203212003,Janji Mauli Baringin,120321
1203212004,Mondang,120321
1203212005,Sialang,120321
1203212006,Sipange Julu,120321
1203212007,Sipange Godang,120321
1203212008,Tolang Julu,120321
1203212009,Tolang Jae,120321
1203212012,Bange,120321
1203212013,Bulu Gading,120321
1203212018,Aek Libung,120321
1203212023,Aek Badak Jae,120321
1203212024,Aek Badak Julu,120321
1203212026,Huta Pardomuan,120321
1203212056,Sipange Siunjam,120321
1203212057,Silaiya,120321
1203212058,Somanggal,120321
1203212059,Lumban Huayan,120321
1203212062,Silaiya Tanjung Leuk,120321
1203222003,Sigolang,120322
1203222005,Biru,120322
1203222008,Tapus Godang,120322
1203222017,Lobu Tayas,120322
1203222020,Silangkitang,120322
1203222033,Sihulambu,120322
1203222043,Tolang,120322
1203222044,Tapus Sipagabu,120322
1203222045,Huta baru,120322
1203222046,Aek Latong,120322
1203222047,Aek Urat,120322
1203222048,Gorahut,120322
1203291002,Hutaraja,120329
1203291008,Muara Manompas,120329
1203291009,Muara Ampolu,120329
1203292001,Bandar Hapinis,120329
1203292003,Pardamean,120329
1203292004,Tarapung Raya,120329
1203292007,Muara Opu,120329
1203292010,Simarlelan,120329
1203292011,Muara Huta Raja,120329
1203301001,Panabari Hutatonga,120330
1203302002,Aek Uncim,120330
1203302003,Panindoan,120330
1203302004,Aek Kahombu,120330
1203302005,Batu Horpak,120330
1203302006,Situmba,120330
1203302007,Purba Tua,120330
1203302008,Lumban Jabi-jabi,120330
1203302009,Ingul Jae,120330
1203302010,Sisoma,120330
1203302011,Lumban Ratus,120330
1203302012,Kota Tua,120330
1203302013,Simaninggir Tano Tombangan,120330
1203302014,Huta Raja,120330
1203302015,Harean,120330
1203302016,Aek Parupuk,120330
1203302017,Tanjung Medan,120330
1203311001,Sangkunur,120331
1203311002,Rianiate,120331
1203312003,Simatohir,120331
1203312004,Perkebunan,120331
1203312005,Bandar Tarutung,120331
1203312006,Aek Pardomuan,120331
1203312007,Tindoan Laut,120331
1203312008,Simataniari,120331
1203312009,Batu Godang,120331
1203312010,Malombu,120331
1203321001,Bintuju,120332
1203321002,Huta Tonga,120332
1203322003,Basilam Baru,120332
1203322004,Sipangko,120332
1203322005,Huta Holbung,120332
1203322006,Muara Tais I,120332
1203322007,Muara Tais II,120332
1203322008,Muara Tais III,120332
1203322009,Janji Mauli MT,120332
1203322010,Pargumbangan,120332
1203322011,Pangaribuan,120332
1203322012,Pasir Matogu,120332
1203322013,Sori Manaon,120332
1203322014,Muara Purba Nauli,120332
1203322015,Tatengger,120332
1204052001,Ononamolo I Bot,120405
1204052021,Dima,120405
1204052022,Sinarikhi,120405
1204052024,Sisobalauru,120405
1204052025,Tuhegafoa II,120405
1204052027,Fadoro Lauru,120405
1204052030,Hiliduho,120405
1204052033,Onozitolidulu,120405
1204052040,Onowaembo Hiligara,120405
1204052041,Silimabanua,120405
1204052042,Ombolata Sisarahili,120405
1204062006,Hiliotalua,120406
1204062008,Akhelauwe,120406
1204062016,Hilisebua,120406
1204062017,Somi,120406
1204062018,Sirete,120406
1204062019,Hiliweto Gido,120406
1204062022,Sisobahili,120406
1204062023,Lahemo,120406
1204062024,Ladea,120406
1204062027,Umbu,120406
1204062028,Soewe,120406
1204062029,Lolozasai,120406
1204062030,Lasara Idanoi,120406
1204062050,Lasela,120406
1204062051,Ladea Orahua,120406
1204062054,Hilizoi,120406
1204062056,Olindrawa Sisarahili,120406
1204102005,Hilimoasio,120410
1204102007,Laowo Hilimbaruzo,120410
1204102009,Tuhewaebu,120410
1204102014,Sisobahili Iraonohura,120410
1204102015,Bozihona,120410
1204102016,Oladano,120410
1204102017,Ahedano,120410
1204102019,Hilionozega,120410
1204102020,Mondrali,120410
1204102022,Tetehosi,120410
1204102023,Saiwahili Hiliadulo,120410
1204102025,Biouti,120410
1204102026,Awoni Lauso,120410
1204102028,Sandruta,120410
1204102029,Laira,120410
1204102030,Otalua,120410
1204102031,Baruzo,120410
1204102032,Orahili Zuzundrao,120410
1204102036,Hilimoasio Dua,120410
1204102037,Biouti Timur,120410
1204112002,Sisarahili Bawolato,120411
1204112003,Hiliganoita,120411
1204112004,Gazamanu,120411
1204112005,Hilihoru,120411
1204112006,Hilialawa,120411
1204112007,Hilifaosi,120411
1204112008,Hiliwarokha,120411
1204112009,Sitolubanua,120411
1204112010,Siofaewali,120411
1204112011,Sohoya,120411
1204112012,Botohaenga,120411
1204112013,Orahili,120411
1204112014,Tagaule,120411
1204112015,Siofabanua,120411
1204112017,Dahana,120411
1204112018,Orahua,120411
1204112019,Banua Sibohou Silima Ewali,120411
1204112021,Lagasimahe,120411
1204112022,Hilihao Cugala,120411
1204112023,Orahua Faondrato,120411
1204112024,Hou,120411
1204112025,Sindrondro,120411
1204202001,Fadoro Hunogoa,120420
1204202002,Lolofaoso Lalai,120420
1204202003,Fulolo Lalai,120420
1204202004,Lawa-Lawa,120420
1204202005,Lalai I/II,120420
1204202006,Lolowua,120420
1204202007,Dahadano Botombawo,120420
1204202008,Fadoro Lalai,120420
1204202009,Lolowua Hiliwarasi,120420
1204202010,Hilizia Lauru,120420
1204202011,Ehosakhozi,120420
1204202012,Awela,120420
1204202013,Onombongi,120420
1204202014,Orahili Idanoi,120420
1204202015,Lolofaoso,120420
1204212001,Hiligodu Botomuzoi,120421
1204212002,Lasara Botomuzoi,120421
1204212004,Hilimbowo Botomuzoi,120421
1204212005,Simanaere Botomuzoi,120421
1204212007,Tuhegafoa I,120421
1204212008,Balohili Botomuzoi,120421
1204212009,Hilihambawa Botomuzoi,120421
1204212010,Fulolo Botomuzoi,120421
1204212012,Ononamolo Talafu,120421
1204212013,Sisobahili Dola,120421
1204212014,Banua Sibohou Botomuzoi,120421
1204212015,Mohili Berua Botomuzoi,120421
1204212016,Tetehosi Botomuzoi,120421
1204212017,Talafu,120421
1204212018,Ola Nori,120421
1204272001,Orahili,120427
1204272002,Hiliweto Gela,120427
1204272003,Lawa-lawa Luo,120427
1204272004,Hilimbowo,120427
1204272005,Hilibadalu,120427
1204272006,Fatodano,120427
1204272007,Fahandrona,120427
1204272008,Onodalinga,120427
1204272009,Holi,120427
1204272010,Sisobahili Ulugawo,120427
1204272011,Sifaoroasi Ulugawo,120427
1204272012,Mohili,120427
1204272013,Hiligafoa,120427
1204282001,Balodano,120428
1204282002,Lewuoguru II,120428
1204282005,Lasara Siwalubanua,120428
1204282006,Tuhemberua,120428
1204282007,Atualuo,120428
1204282008,Lewa-lewa,120428
1204282009,Dekha,120428
1204292001,Sisobawino I,120429
1204292003,Huno,120429
1204292004,Sisaratandrawa,120429
1204292005,Somolo-molo,120429
1204292006,Lewuoguru I,120429
1204292007,Sifaoroasi,120429
1204292008,Lewuombanua,120429
1204292009,Hiligodu Somolo-Molo,120429
1204292010,Hilimborodano,120429
1204352001,Tuhembuasi,120435
1204352002,Hilibadalu,120435
1204352004,Hilimbana,120435
1204352005,Saitagaramba,120435
1204352007,Baruzo,120435
1204352008,Tulumbaho,120435
1205011001,Pekan Bahorok,120501
1205012002,Lau Damak,120501
1205012003,Timbang Lawan,120501
1205012004,Sampe Raya,120501
